formation_year,year,month,Mkt_RF,SMB,HML,RMW,CMA,P_CMA_BA,P_CMA_BC,P_CMA_BN,P_CMA_SA,P_CMA_SC,P_CMA_SN,P_HML_BH,P_HML_BL,P_HML_BN,P_HML_SH,P_HML_SL,P_HML_SN,P_RMW_BN,P_RMW_BR,P_RMW_BW,P_RMW_SN,P_RMW_SR,P_RMW_SW
2016,2017,5,0.01080462,-0.03391082,0.02648275,0.0513684,0.0086312,0.01772045,0.01603878,0.02659226,-0.0073898,0.01155428,-0.02878602,0.02155077,0.02474788,0.01821028,-0.00172335,-0.05788597,-0.00909329,0.04058081,0.04031879,-0.02978806,-0.02038421,0.00855646,-0.02407348
2016,2017,6,-0.02235596,-0.00241308,0.0076676,0.0008137,0.02270386,-0.06166628,-0.01682375,0.00316172,-0.02631416,-0.02574897,-0.0108031,-0.00572559,-0.00839522,-0.01835933,-0.0154146,-0.02808018,-0.02443648,0.00572304,-0.04343616,-0.02877565,-0.03050112,-0.00921422,-0.02550212
2017,2017,7,0.04659664,0.00612283,0.04010342,0.0340502,0.06600055,-0.01279771,0.10415722,0.02199109,0.01104143,0.0260876,0.10555235,0.11715316,0.06974116,0.0057002,0.09453925,0.0617444,0.04530651,0.05105148,0.1010702,-0.01233419,0.0805799,0.01534133,0.06064532
2017,2017,8,0.00812791,-0.03914392,0.04866347,0.00312813,-0.00853696,0.03725785,0.02668252,-0.00067623,-7.4e-07,-0.00649931,-0.04082937,0.05592155,0.01570401,0.0230434,0.01023533,-0.04687408,-0.02146526,0.00974591,0.03133082,0.00701784,-0.02505215,-0.01691936,0.00113736
2017,2017,9,-0.00508793,-0.0086127,0.02495039,-0.04971159,-0.01568491,0.00166614,-0.00354556,0.02796955,0.0225326,-0.00362551,-0.00071614,0.02331086,-0.00669444,0.04019034,-0.00243887,-0.02233435,0.00631028,0.00047053,-0.00901574,0.0372552,-0.02415118,0.00268174,0.05583398
2017,2017,10,0.00862522,-0.07444677,0.01746893,0.0421799,0.04821103,-0.02999806,0.0374409,0.02601518,-0.0696564,-0.04067331,-0.05139707,0.04680703,0.01744776,0.02575879,-0.05962087,-0.06519946,-0.04022492,0.01063527,0.03878984,-0.00214928,-0.03217948,-0.04845064,-0.09187133
2017,2017,11,0.0277213,-0.03962702,0.05579374,0.01178193,0.00658847,0.01516079,0.04663191,0.04395654,0.02879322,0.01049904,-0.02220879,0.07214059,0.04380133,0.01871482,0.018796,-0.06445221,0.00634889,0.02059505,0.05197858,0.02957045,0.01401585,-0.00236468,-0.00352042
2017,2017,12,0.00870674,-0.06657319,0.05073896,-0.003513,0.00963208,0.04170738,0.01707055,0.01708983,-0.06041645,-0.01651547,-0.03630304,0.05339127,0.0085915,0.04847654,-0.02686378,-0.08354192,-0.02399521,-0.00761081,0.01193006,0.05336662,-0.04981429,-0.01164253,-0.04605309
2017,2018,1,0.11072857,-0.06598466,-0.02187101,0.06743867,0.05977083,0.05020494,0.19776774,0.03872998,0.04183166,0.01381053,0.00625693,0.02480345,0.16996286,0.02579188,0.05534482,-0.04607257,0.01880213,-0.01647073,0.21706303,0.03805321,0.03409287,-0.0080772,0.03605528
2017,2018,2,-0.03145426,0.0097456,0.0085904,-0.03660053,-0.01210126,0.00758049,-0.03782578,-0.00555848,-0.02154084,-0.00033709,0.00021741,0.01411606,-0.02770878,-0.00938686,-0.00202957,0.02261446,-0.01732932,-0.00369319,-0.03382113,-0.00453936,-0.03241754,-0.0031117,0.04080759
2017,2018,3,-0.03671061,-0.00293314,0.0307718,0.0126892,-0.01152937,0.0036749,-0.0461865,-0.00570091,-0.04613432,-0.01933166,0.01490506,-0.00230714,-0.03609632,-0.00101642,-0.01102547,-0.03877989,-0.01489521,-0.01726207,-0.03331042,-0.01528924,0.01045483,-0.01584306,-0.05924265
2017,2018,4,-0.10179073,0.03374037,0.01904352,-0.00479004,-0.04039679,-0.0546795,-0.12041117,-0.06146209,-0.03007337,-0.04513528,-0.04037973,-0.03742948,-0.11094983,-0.0520832,-0.06021719,-0.02478387,-0.02853444,-0.04993159,-0.12151417,-0.05921532,-0.03811611,-0.02202712,-0.07474587
2017,2018,5,0.0074739,0.04207851,-0.00726573,-0.00398967,0.00133698,-0.01221969,0.02294454,0.03148102,0.07738992,0.04489965,0.04559549,0.03678704,0.02108039,0.00446984,0.07062377,0.10086187,0.03833399,0.06305091,0.03198576,-0.02242793,0.04904711,0.03335682,0.09574984
2017,2018,6,0.17801052,-0.12756398,0.05492169,-0.00413726,0.01612375,0.18221707,0.18972687,0.20462197,0.06298759,0.08772529,0.04849549,0.21060963,0.19398193,0.18178743,0.09581637,0.00260068,0.05825771,0.14310823,0.19663471,0.2040257,0.07426426,0.0638034,0.06468693
2018,2018,7,-0.01634867,-0.04137565,0.09363683,0.00210885,-0.02252717,0.05999807,-0.02046457,0.00707439,-0.04897245,-0.01356415,-0.00310468,0.10492351,-0.04557897,0.08264705,0.0188679,-0.01790328,-0.03850211,0.00821633,-0.02439713,0.0306262,-0.03119692,0.01214039,-0.04710065
2018,2018,8,0.29702828,-0.13206202,-0.11607817,0.13696386,0.0497956,0.20837505,0.40794858,0.11154014,0.16375013,0.0637678,0.10507237,0.09566544,0.3752343,0.19080254,0.12026844,0.07285592,0.1119877,0.20858602,0.42943023,0.12769313,0.12633047,0.08743754,0.11524692
2018,2018,9,0.46979258,0.17117172,-0.00531763,-0.02150272,-0.03713297,0.45470279,0.46435205,0.52826441,0.68868666,0.60477145,0.64726745,0.44523124,0.5055183,0.40238733,0.6497716,0.6001198,0.64265568,0.44942274,0.48065777,0.49824579,0.68096878,0.61483453,0.64025195
2018,2018,10,-0.10007606,-0.11291928,0.02561915,0.02018606,0.02107323,-0.10590244,-0.0798746,-0.09613884,-0.2162413,-0.20012269,-0.17626485,-0.05558832,-0.09252974,-0.08452758,-0.18990202,-0.20419889,-0.19643641,-0.07667028,-0.09815369,-0.06952763,-0.20286798,-0.16007713,-0.22907532
2018,2018,11,-0.12832889,0.11725059,-0.03618835,0.00899771,-0.00982352,-0.12300948,-0.11449361,-0.12559767,0.0337318,0.0055689,-0.0335448,-0.10942803,-0.12366133,-0.10370504,-0.03982727,0.04678273,-0.00359048,-0.08807186,-0.11722562,-0.14285016,-0.00826776,-0.00063485,0.00699427
2018,2018,12,-0.01805021,0.04736429,-0.01658518,-0.00863284,0.02859645,-0.004112,-0.01184923,0.00434976,0.00583767,0.0707678,0.03065901,-0.02404264,0.00149842,-0.02870743,0.04636287,0.05399218,0.03282968,0.00533447,-0.01496994,0.00166559,0.01394995,0.05020814,0.05083828
2018,2019,1,-0.01373464,0.10742382,-0.02618982,0.02552284,-0.04619618,-0.01169012,0.00306762,-0.01606117,0.14792481,0.04077473,0.10131842,-0.00917823,0.00697153,-0.03542253,0.08192297,0.11815284,0.10266345,0.0083691,0.0126483,-0.0474181,0.10384298,0.08623992,0.09526063
2018,2019,2,0.04555199,-0.01920794,-0.00308921,0.00170936,0.04433555,0.03545558,0.07590943,0.02111553,0.00318638,0.05140363,0.02783032,0.09175902,0.06236021,0.03017497,0.00527724,0.04085447,0.03606057,-0.01210276,0.09425738,0.02888636,0.02146176,0.00345877,0.06541107
2018,2019,3,0.16649118,0.06011161,-0.11639015,0.02476611,0.07296177,0.13088262,0.20178289,0.13631093,0.15837514,0.23339841,0.22325395,0.1331289,0.1997469,0.12106723,0.17457995,0.34074225,0.17959345,0.12263445,0.21428317,0.1370228,0.19716596,0.20151355,0.22924171
2018,2019,4,0.11762345,0.11399088,0.02840809,-0.08722707,-0.1132904,0.20739844,0.0958779,0.17162489,0.32712479,0.21206452,0.28293189,0.17330314,0.10902448,0.16577991,0.25710096,0.26456345,0.26863261,0.24553489,0.06641155,0.1738863,0.29166967,0.23184608,0.29882546
2018,2019,5,0.06565089,0.16960462,-0.05555333,0.06805239,0.02406429,0.02686755,0.10653554,0.01747729,0.20215301,0.1706136,0.28245676,0.01517608,0.10152312,0.01278594,0.17636544,0.20112506,0.25432772,0.02679283,0.13515047,-0.02056872,0.2825634,0.17948113,0.19909553
2018,2019,6,0.0652188,0.07275583,-0.00629041,-0.06709221,0.00754765,0.09449907,0.06099209,0.11384757,0.13542017,0.18402245,0.16172534,0.13288865,0.069219,0.08595977,0.15611028,0.23236075,0.14272354,0.13861099,0.04090731,0.11462964,0.12903118,0.15225037,0.21271246
2019,2019,7,-0.00821082,0.0715559,-0.05742871,-0.08439747,-0.07540392,0.08193143,-0.02911425,0.03567397,0.09249039,0.05272823,0.0938891,-0.0206402,-0.0071632,0.05289951,0.06324612,0.16462655,0.0668867,-0.00941453,-0.01021698,0.05937754,0.08371455,0.04027715,0.13947758
2019,2019,8,0.10198438,0.15061579,0.01732892,-0.0468011,-0.13787413,0.29010399,0.03191001,0.18741388,0.31100992,0.29345564,0.28692271,0.08160162,0.1130313,0.11843517,0.25747426,0.19138675,0.35990236,0.06753585,0.15170059,0.21451889,0.26949367,0.30568208,0.33646598
2019,2019,9,0.12349989,0.11132518,0.04237961,-0.01820425,-0.0629625,0.19504486,0.11234872,0.15307319,0.2684386,0.22520975,0.28258343,0.1117602,0.13591041,0.13628804,0.284594,0.17568458,0.27516435,0.12213351,0.11719669,0.19080309,0.27252731,0.26474059,0.22754268
2019,2019,10,-0.09979847,-0.05652523,0.05410663,0.03321601,0.03472351,-0.11531807,-0.08445226,-0.0740967,-0.14734931,-0.10876809,-0.15366362,-0.04553252,-0.10427784,-0.03908198,-0.10414305,-0.15361099,-0.15649648,-0.0797217,-0.07595337,-0.10914111,-0.1530093,-0.11300875,-0.14625304
2019,2019,11,0.04382192,0.08741275,-0.07551693,-0.03301283,-0.02313536,0.0921497,0.05210883,0.04983396,0.14435156,0.1381217,0.12584308,-0.0131563,0.08192809,0.00392877,0.08083012,0.13677959,0.16775673,0.06442445,0.00416812,0.08009009,0.12742832,0.14548784,0.13559154
2019,2019,12,0.2075678,0.03196012,-0.07207172,-0.1129013,-0.04039169,0.24652612,0.21402862,0.22390756,0.26345219,0.21516631,0.25794179,0.21320985,0.22491103,0.21167547,0.19588234,0.32832459,0.25191909,0.2361783,0.15042104,0.24132601,0.30781815,0.1472115,0.28210913
2019,2020,1,0.1968509,0.00625989,-0.17419009,-0.05330889,0.04854245,0.13678735,0.28353409,0.10967073,0.18323994,0.13357811,0.15112581,-0.01321881,0.27218526,0.11746163,0.17057561,0.23355172,0.1168385,0.26887938,0.10794392,0.13541896,0.1551942,0.12587741,0.20502016
2019,2020,2,0.07550656,0.08389652,0.00343263,0.02723344,-0.08621399,0.17407776,0.0667415,0.09259384,0.18987818,0.12478646,0.22681751,0.16145093,0.06985122,0.10919505,0.1702954,0.25502986,0.17422421,0.08414061,0.14504446,0.04282863,0.18496005,0.16362603,0.21137498
2019,2020,3,0.05004038,0.07165382,-0.05158842,-0.09176323,-0.10973644,0.12344113,0.01965132,0.11678393,0.21308496,0.09740188,0.13104217,0.02584719,0.07203555,0.0476148,0.09127953,0.148268,0.17980649,0.02303484,0.08398796,0.16234189,0.15450286,0.09953229,0.20470482
2019,2020,4,0.63247489,-0.32707393,0.10477742,-0.10187952,0.054425,0.60495901,0.61931848,0.73173633,0.30613901,0.40062954,0.29554424,0.73089133,0.61807967,0.73206263,0.38230846,0.28556528,0.31885003,0.69242156,0.51002962,0.6656557,0.39083205,0.26674372,0.31487667
2019,2020,5,0.26740801,-0.09717765,-0.1426579,-0.01585148,0.16525318,0.10228912,0.49025223,-0.01805057,0.11490129,0.05744453,0.03553424,0.10318018,0.39637869,0.00560967,0.10502717,0.09714446,0.06419893,0.45643739,0.06263085,-0.02801274,0.09163708,0.00394087,0.12628742
2019,2020,6,0.83924966,-0.34350288,-0.04319968,0.01624798,0.32611623,0.53114711,1.08362194,0.58026198,0.38057867,0.4803363,0.33904554,0.67660086,0.98310641,0.55575049,0.47971806,0.25961187,0.36340244,1.06451371,0.51396296,0.57654425,0.38866847,0.43884985,0.34377259
2020,2020,7,0.4361505,-0.28729674,-0.13000079,-0.26667786,0.20901586,0.22895581,0.62181646,0.11706719,-0.02887479,-0.00370371,0.10490055,0.35507652,0.54681042,0.20258784,0.0015154,0.06978309,0.03659044,0.18990004,0.02483187,0.57592732,0.01215212,0.05133973,0.0336
2020,2020,8,-0.21650569,0.03744712,0.08409439,0.06676226,-0.0467576,-0.10644827,-0.258568,-0.10492147,-0.15080139,-0.09219687,-0.11399656,-0.09680209,-0.25013329,-0.09017962,-0.11106136,-0.12591894,-0.11639256,-0.1356114,-0.13509324,-0.22874258,-0.1149178,-0.10215761,-0.14203279
2020,2020,9,-0.25878822,0.02198466,0.07976782,0.13726195,-0.1693845,-0.02373642,-0.3417902,-0.11019049,-0.13488337,-0.15559859,-0.14540642,-0.16481245,-0.30482017,-0.08431233,-0.11300127,-0.13252918,-0.18773767,-0.14994251,-0.02228525,-0.298388,-0.15468824,-0.140075,-0.13849615
2020,2020,10,-0.01824145,0.05758408,-0.11103187,-0.0764052,0.16319315,-0.22383116,0.1354586,-0.27619044,-0.01789554,-0.05079901,-0.05668866,-0.125547,0.08592325,-0.25866873,-0.05632006,-0.04572656,-0.03058493,-0.17715573,-0.1109645,0.04816923,-0.0548593,-0.03267617,-0.03899949
2020,2020,11,0.11530317,-0.05311348,0.05924962,0.0748214,0.04249116,0.06970289,0.13553996,0.15243424,0.08830318,0.10744844,0.07903965,0.1947058,0.12591847,0.12197666,0.13759133,0.08787942,0.08445146,0.15817326,0.24043253,0.10873857,0.16066514,0.05108562,0.03313679
2020,2020,12,-0.39378282,0.31201686,0.13102212,0.23824297,-0.25373443,-0.03846242,-0.58964827,-0.02015016,0.04361624,0.08733323,0.12078777,-0.24658071,-0.50535598,-0.05639264,0.07179542,0.06852646,0.13704104,-0.00474919,-0.03404587,-0.52074395,0.09211605,0.08029711,0.09050925
2020,2021,1,-0.24712553,0.09729651,0.07071462,0.06046052,-0.09967976,-0.1252385,-0.29988983,-0.11912226,-0.04380814,-0.06851632,-0.12104235,-0.11397914,-0.28224213,-0.12572711,-0.09087845,-0.0640447,-0.09947371,-0.11874516,-0.13105955,-0.27607079,-0.11583541,-0.06844851,-0.04435831
2020,2021,2,-0.12014639,0.08996953,-0.01054706,0.01603726,-0.07411973,-0.05510126,-0.12839195,-0.08349066,0.03812449,-0.03682428,0.01082326,-0.02396305,-0.12234258,-0.09294185,-0.02959559,0.08987806,-0.01755727,-0.0254775,-0.07520732,-0.13098872,-0.00770451,0.00048492,0.0241918
2020,2021,3,0.00826918,-0.05295037,0.0260013,0.01678917,-0.04206876,0.03932801,-0.01603943,0.12641033,0.02236641,-0.00640367,-0.01762678,0.02720127,-0.00855355,0.1236085,0.01759163,0.00134384,-0.0214911,0.09913934,0.08239099,-0.00226337,-0.00046656,-0.02586053,0.0252155
2020,2021,4,-0.12251209,0.06744764,-0.03135673,0.00206523,-0.0224959,-0.08057468,-0.12322561,-0.08945566,-0.0253878,-0.02772866,-0.05298523,-0.14448362,-0.10990405,-0.09910407,-0.03659282,-0.00845894,-0.05612099,-0.06385917,-0.0893118,-0.12271807,-0.03187224,-0.05286856,-0.02359276
2020,2021,5,-0.22162057,0.01401058,0.08983465,0.04726664,-0.13606581,-0.10735299,-0.27356268,-0.08393383,-0.07998371,-0.18590564,-0.13518919,-0.06797381,-0.261048,-0.08648896,-0.13234778,-0.11894289,-0.15004325,-0.13406278,-0.06589506,-0.24487871,-0.13060503,-0.17526725,-0.09081689
2020,2021,6,0.07235186,-0.17242485,0.11646571,0.05841851,-0.01780656,0.11729544,0.07417161,0.11436565,-0.03699521,-0.0294845,-0.1123488,0.15849674,0.06625018,0.14206635,0.01023053,-0.13045432,-0.07239648,0.1153884,0.10892902,0.0804553,-0.06299662,-0.02579811,-0.11416142
2021,2021,7,0.08340678,-0.06302353,0.0220336,0.04960879,0.04347101,0.08178532,0.15841436,0.08435407,0.04372635,0.05403932,0.02420584,0.0882165,0.13378979,0.07188162,0.10013073,0.01049023,0.0215339,0.097492,0.11687068,0.09159551,0.04013948,0.06843233,-0.00551008
2021,2021,8,0.06638701,0.01478476,0.00338,-0.03466635,-0.02913433,0.09207202,0.0943216,0.06326832,0.12142449,0.06090625,0.1145318,0.11262445,0.03612684,0.11091236,0.05629583,0.12603343,0.10627808,0.06421599,0.09898084,0.09098194,0.09852517,0.06762028,0.14495189
2021,2021,9,-0.0577851,-0.04051117,0.02422396,0.08719149,0.00907502,-0.04240976,-0.06145124,-0.03337477,-0.10794895,-0.07075743,-0.07190363,-0.05710863,-0.03600062,-0.04489249,-0.05607816,-0.12563408,-0.0641329,-0.04555989,0.03785222,-0.08952696,-0.11451778,-0.03954798,-0.08655177
2021,2021,10,-0.118995,-0.0908273,0.04325149,0.03750497,-0.05027256,-0.07451741,-0.16245621,-0.09186869,-0.19658896,-0.20919528,-0.1914641,-0.10043485,-0.14998153,-0.05781214,-0.15359155,-0.19054786,-0.2340318,-0.07354612,-0.10046162,-0.14535653,-0.21247957,-0.17793332,-0.20804834
2021,2021,11,-0.01567171,-0.01190788,-0.01030563,-0.03682688,-0.00208661,-0.00389703,0.03376184,-0.01494958,0.00611356,-0.03571854,0.00117832,-0.03318319,0.03692561,-0.026854,0.00831851,-0.04117905,-0.00239447,-0.04366211,-0.01201184,0.07032553,-0.00566136,-0.01134454,-0.02002815
2021,2021,12,-0.03475856,-0.04325079,0.02258933,-0.04366101,-0.08608086,0.04056877,-0.09878303,-0.02473805,-0.00711556,-0.03992549,-0.12523476,0.02501284,-0.03823526,-0.01237335,-0.09506034,-0.07699089,-0.03721746,-0.01921888,-0.05959857,0.00722857,-0.07207967,-0.0681324,-0.04763752
2021,2022,1,-0.11008267,-0.05560448,0.04027416,0.02220396,-0.02171835,-0.09690107,-0.08353635,-0.09710801,-0.09444999,-0.15125142,-0.1836595,-0.08077149,-0.11808581,-0.07521866,-0.15289762,-0.19613162,-0.11414995,-0.07717563,-0.09426533,-0.1200366,-0.15464,-0.13886126,-0.1574979
2021,2022,2,-0.04588347,0.0402066,-0.09763778,-0.00220798,-0.0330317,-0.0154886,-0.00731369,-0.05960702,0.04540541,-0.02883292,0.00865368,-0.09360014,-0.0310483,-0.02262647,-0.06546906,0.06725466,0.00426899,-0.04134435,-0.03270205,-0.02183815,0.01991657,-0.00422937,-0.01067732
2021,2022,3,0.06356022,-0.0097898,-0.03804003,-0.01913163,0.01252213,0.0413162,0.07187704,0.10803611,0.07113517,0.06561858,0.05952767,0.02046647,0.10777161,0.06468741,0.06685716,0.05563207,0.06949983,0.05746535,0.04409088,0.13155924,0.09616628,0.06196524,0.01276013
2021,2022,4,0.0898548,0.06456907,-0.06603921,-0.02929918,0.00875632,0.12696498,0.13583895,0.06568086,0.16533621,0.17397488,0.15750409,0.05061083,0.13684584,0.08133194,0.13959961,0.18544302,0.16625797,0.08095495,0.10971015,0.12743857,0.15261381,0.15744956,0.19831949
2021,2022,5,-0.02736564,0.03176329,-0.05615873,0.0012073,-0.03383551,0.00457074,-0.06657884,-0.00349831,-0.00255472,0.00092384,0.0333051,-0.03410098,-0.01918693,-0.00565763,-0.05205836,0.04534505,0.03246906,0.00048292,-0.01762514,-0.03579084,-0.01090952,0.02310652,0.03885761
2021,2022,6,-0.04408814,-0.00528262,-0.01016223,-0.07958197,-0.04934198,-0.0126577,-0.03255656,-0.04090826,0.02210835,-0.05667675,-0.07127054,-0.02178763,-0.02849815,-0.03269038,-0.02465896,0.00237601,-0.08757533,-0.02467626,-0.05527365,-0.02097155,-0.04192778,-0.09240029,0.03246155
2022,2022,7,-0.08816708,-0.05872411,0.07694473,0.0425159,0.08039499,-0.1778111,-0.06443444,-0.045502,-0.15078856,-0.10337523,-0.15071392,-0.01805284,-0.08413095,-0.07200189,-0.08957004,-0.17738138,-0.14551968,-0.04737081,-0.06613196,-0.09767013,-0.16770807,-0.08153631,-0.13502993
2022,2022,8,-0.0370483,0.14246997,-0.05411548,-0.03838662,-0.10841589,0.06890298,-0.05538304,-0.03036353,0.18002912,0.08748337,0.09613914,-0.11458498,-0.03494937,0.00302955,0.09670317,0.12529852,0.11164463,-0.07579913,-0.01102886,0.00486407,0.11185498,0.08344211,0.14432241
2022,2022,9,-0.08779195,0.01036461,-0.0095723,-0.02887559,-0.00056734,-0.07490718,-0.05969606,-0.07961305,-0.05072066,-0.06706645,-0.05885053,-0.07132623,-0.0610744,-0.08094422,-0.07251952,-0.06362674,-0.05778541,-0.07626275,-0.07856883,-0.05967939,-0.06923821,-0.07392241,-0.03506068
2022,2022,10,-0.07956218,-0.04566747,0.01854132,0.00020488,0.00774035,-0.07984995,-0.05622998,-0.06164942,-0.10648725,-0.11462652,-0.10107511,-0.03900878,-0.0918099,-0.04642906,-0.11159622,-0.09587774,-0.11251703,-0.04381665,-0.05261476,-0.09310577,-0.09715139,-0.13813572,-0.09805447
2022,2022,11,0.09760921,0.06138893,-0.02457687,-0.00967719,-0.04875013,0.17033176,0.10236031,0.10248693,0.20279221,0.17326339,0.1605841,0.09622426,0.10663103,0.11753035,0.13330789,0.17205487,0.20809879,0.09234707,0.12367683,0.11444852,0.16280902,0.16852225,0.19710494
2022,2022,12,0.10293419,0.02261363,0.06569826,0.01108411,0.02351644,0.11735751,0.11792002,0.11880758,0.11798122,0.16445158,0.13791467,0.13805951,0.02074939,0.18410404,0.15076184,0.13667544,0.13115512,0.17335959,0.12135656,0.06064829,0.13316274,0.12262125,0.16116131
2022,2023,1,-0.04409852,0.07263865,-0.00346083,0.01665373,-0.03110682,0.01134773,-0.02784017,-0.04291784,0.07042595,0.04740021,0.02566592,-0.03445072,-0.03699097,-0.02449419,0.02999757,0.0394595,0.0467586,-0.02648908,-0.02795938,-0.03705306,0.02442469,0.07349077,0.04927699
2022,2023,2,0.15761088,-0.10569348,0.00746225,0.02989042,0.04974144,0.15483668,0.22452404,0.15135759,0.07067253,0.10046805,0.04694665,0.19133512,0.14344343,0.19901863,0.05078507,0.08375226,0.07291248,0.19673763,0.1839194,0.14778976,0.05826064,0.09078725,0.06713605
2022,2023,3,0.05958172,0.09610433,-0.07465422,-0.05767868,-0.01222954,0.0447326,0.02038355,0.11544244,0.16908621,0.16897619,0.15155935,0.01096187,0.09229238,0.07497135,0.12633047,0.1943084,0.16086985,0.05406256,0.06834765,0.09760883,0.15318297,0.11666629,0.20276248
2022,2023,4,0.19087613,0.12526995,-0.04316918,-0.05029483,-0.12461669,0.3313113,0.17334837,0.18860646,0.39300233,0.30173188,0.32710129,0.1580394,0.25497606,0.17773181,0.32920849,0.31861019,0.35744173,0.19913911,0.18017916,0.23705209,0.34361254,0.30669409,0.35041081
2022,2023,5,-0.10744832,0.03201882,-0.07742414,-0.02550936,-0.01951715,-0.11190203,-0.11857536,-0.06972229,-0.07347022,-0.10583118,-0.02477963,-0.13362333,-0.06647747,-0.09925313,-0.10190341,-0.01420099,-0.07587029,-0.06550769,-0.12132104,-0.07946408,-0.06436842,-0.06320735,-0.05404558
2022,2023,6,-0.07901061,0.03766523,0.04716204,0.02748931,-0.00109508,-0.07857625,-0.05359762,-0.06422613,-0.00378803,-0.03095682,-0.04811623,-0.05195045,-0.08245272,-0.05022917,0.00406336,-0.05975844,-0.02773389,-0.06230887,-0.05402638,-0.074149,-0.06668,0.01764828,-0.01720772
2023,2023,7,-0.11206172,0.03167638,0.02495892,0.03192418,0.00420092,-0.11022633,-0.14213189,-0.05765184,-0.0952072,-0.0548998,-0.0699813,-0.10224326,-0.10468102,-0.08362085,-0.03228288,-0.07976296,-0.08417931,-0.09181785,-0.11232484,-0.08601713,-0.07808152,-0.01053827,-0.10069435
2023,2023,8,0.04242931,-0.05734822,0.0745418,0.00362356,-0.00341238,0.05259143,0.05622774,0.07549582,0.00685457,-0.00360649,0.00857102,0.11421313,0.02296721,0.04784339,0.04270833,-0.01512937,0.000832,0.05327363,0.07300294,0.06852587,0.0132643,-0.00135855,-0.0041286
2023,2023,9,-0.02706185,-0.00081109,-0.02430857,-0.0027643,-0.01573239,-0.00795147,0.00363147,-0.01828944,0.02735997,-0.01568774,-0.02704973,-0.01300503,0.02124746,-0.02747297,-0.00489582,0.00946885,-0.02101238,-0.02766933,0.00800287,0.00467682,-0.00419735,-0.01848496,-0.0096303
2023,2023,10,-0.07445101,-0.03237557,0.01114255,0.01635576,0.01400665,-0.058082,-0.04991614,-0.05604534,-0.08521296,-0.06536553,-0.10874157,-0.0497805,-0.06044167,-0.05524578,-0.09862674,-0.11025066,-0.07332828,-0.04552687,-0.04961676,-0.07982792,-0.10401032,-0.07391334,-0.07641369
2023,2023,11,0.02492846,0.04603569,-0.04629957,-0.0394807,0.0009902,0.02125865,0.05461065,0.05085945,0.10306497,0.07169336,0.09335621,0.04379419,0.05495268,0.02595047,0.04889435,0.130335,0.08550873,0.02787327,0.03397143,0.06851085,0.07005046,0.07438889,0.11881087
2023,2023,12,0.04103304,-0.00629576,0.00449605,-0.01264865,-0.03315197,0.06175238,0.0391721,0.06612689,0.07223954,0.0285159,0.0576392,0.05462547,0.05395606,0.06581399,0.0559154,0.0475927,0.05065622,0.05802632,0.05350542,0.0656138,0.05289765,0.04164251,0.05483143
2023,2024,1,-0.05900872,-0.03043061,0.00560665,0.01532507,-0.02836985,-0.03895253,-0.04716526,-0.03754776,-0.04931942,-0.09784638,-0.06479725,-0.04153492,-0.04701164,-0.034279,-0.05255011,-0.0582867,-0.08966623,-0.03651555,-0.01573444,-0.07167538,-0.05522794,-0.10094436,-0.07565357
2023,2024,2,-0.08947417,0.0222309,-0.03642802,-0.0035974,-0.02567075,-0.02861629,-0.05521314,-0.12606461,-0.04001689,-0.06476153,-0.0408855,-0.11354436,-0.03962864,-0.06508747,-0.03894669,-0.04000639,-0.05734815,-0.10404265,-0.05093081,-0.04039793,-0.05898889,-0.03957784,-0.04291593
2023,2024,3,0.0194249,-0.01431283,-0.02018413,-0.02769436,0.0476752,-0.01561458,0.04643236,0.08333,0.00898938,0.04229285,0.04030924,0.08543042,0.06069175,-0.0190273,-0.00596651,0.05914042,0.03703698,-0.01124487,0.09024785,0.06913379,0.03945855,-0.0185999,0.05790289
2023,2024,4,-0.01583711,-0.04752026,-0.0017952,0.03257222,-0.00525487,0.00588304,-0.00993975,0.00923949,-0.05577355,-0.0504605,-0.03579789,-0.01620102,-0.00078584,0.02239849,-0.04548742,-0.0573122,-0.03879543,0.02166265,0.01389332,-0.03961382,-0.04107614,-0.04240267,-0.05403996
2023,2024,5,-0.10359517,-0.0212038,-0.00572643,0.00985154,0.00422487,-0.08285306,-0.08816403,-0.08605834,-0.11406408,-0.10030336,-0.10495991,-0.07736583,-0.07849026,-0.09482916,-0.10915472,-0.09657743,-0.10965515,-0.08750474,-0.08014708,-0.08642175,-0.09701353,-0.10375592,-0.11718432
2023,2024,6,-0.04118085,-0.00842129,0.0668964,0.02147089,0.01072886,-0.02526223,-0.02343706,-0.02145918,-0.04607057,-0.02643801,-0.02850263,-0.00743303,-0.04175259,-0.0239075,0.02039238,-0.07908085,-0.03517047,-0.03125293,-0.01753371,-0.01489965,-0.0284007,-0.00694142,-0.05251725
2024,2024,7,-0.02737086,-0.04361025,0.03890766,0.05071962,0.01093543,-0.00023786,0.01076363,-0.01300978,-0.06218255,-0.05131318,-0.02636875,0.00355613,-0.00270854,-0.01157297,0.00321087,-0.06833978,-0.05656764,-0.01940587,0.04287906,-0.01523445,-0.02560105,-0.03348755,-0.07681327
2024,2024,8,-0.01055113,-0.03302992,0.03936407,0.00799774,-0.01486277,0.02156916,-0.01277892,0.01082531,-0.03502212,-0.03039959,-0.01037833,0.02618504,-0.00747651,0.01079036,0.00626983,-0.03879675,-0.03054404,0.00576585,0.01234636,0.01604412,-0.00920318,-0.02311556,-0.0428088
